video_id,thumb_ocr_text_V2,clean_thumb_ocr_text_V2,bboxes
5DLVWhT8tDo,star wars sju screen junkies universe,star war sju screen junky universe,"[""[[36, 93], [277, 156]]"", ""[[27, 149], [280, 210]]"", ""[[14, 241], [118, 289]]"", ""[[12, 292], [44, 305]]"", ""[[42, 292], [77, 305]]"", ""[[76, 292], [117, 305]]""]"
5E-XW81ACJc,200 jale dil million views 4 hd full movie,200 jale dil million view full movie,"[""[[1, 180], [118, 239]]"", ""[[253, 214], [437, 302]]"", ""[[121, 218], [257, 301]]"", ""[[0, 226], [118, 266]]"", ""[[25, 251], [118, 289]]"", ""[[28, 297], [68, 313]]"", ""[[70, 297], [122, 313]]""]"
5ECwhB21Pnk,the last jedi complete cinematic a failure,last jedi complete cinematic failure,"[""[[49, 132], [157, 173]]"", ""[[180, 133], [276, 173]]"", ""[[45, 186], [168, 210]]"", ""[[177, 186], [308, 210]]"", ""[[21, 213], [310, 270]]""]"
5EOmNXjvBNQ,eaking br ba d,eaking,"[""[[111, 185], [227, 221]]""]"
5EVWbQ0kkiA,raw,raw,"[""[[11, 254], [147, 305]]""]"
5EXtyrxz8nk,sefeetidies s2000 nyc,sefeetidies s2000 nyc,"[""[[9, 82], [216, 111]]"", ""[[394, 241], [467, 265]]"", ""[[424, 265], [468, 284]]""]"
5Epez-jCTic,the graham norton show,graham norton show,"[""[[16, 241], [98, 265]]"", ""[[24, 262], [97, 282]]"", ""[[50, 280], [82, 292]]""]"
5F3G9ooa0DA,oxford university more and room tour college new sp adobe spark,oxford university room tour college new adobe spark,"[""[[174, 150], [225, 169]]"", ""[[226, 150], [305, 170]]"", ""[[245, 170], [285, 189]]"", ""[[286, 170], [322, 189]]"", ""[[234, 190], [292, 209]]"", ""[[202, 192], [234, 209]]"", ""[[422, 304], [452, 312]]"", ""[[452, 304], [478, 313]]""]"
5Fs34YixS9c,good music sound wow gr8,good music sound wow gr8,"[""[[86, 72], [160, 104]]"", ""[[161, 73], [241, 98]]"", ""[[242, 73], [327, 102]]"", ""[[25, 80], [86, 98]]"", ""[[145, 108], [199, 142]]""]"
5GRNCNZ_TL4,vevo,vevo,"[""[[12, 278], [102, 305]]""]"
5Hez4laAkGw,snl,snl,"[""[[10, 224], [109, 302]]""]"
5HyYEOt9ZgI,toni braxton long asilive,toni braxton long asilive,"[""[[22, 238], [121, 266]]"", ""[[130, 238], [313, 266]]"", ""[[94, 272], [152, 289]]"", ""[[154, 272], [245, 289]]""]"
5IqrUKgWFl4,c bixele 42 pixel 2 xl,bixele pixel,"[""[[397, 110], [438, 147]]"", ""[[26, 166], [189, 218]]""]"
5J2QdUhRP_M,scotty mccreery seasons change vevo,scotty mccreery season change vevo,"[""[[116, 139], [220, 173]]"", ""[[117, 172], [253, 205]]"", ""[[125, 207], [183, 219]]"", ""[[188, 208], [238, 220]]"", ""[[12, 278], [101, 305]]""]"
5J3ecAlj7Wo,kidescribe the north pole,kidescribe north pole,"[""[[12, 48], [226, 150]]"", ""[[281, 94], [372, 114]]"", ""[[380, 96], [444, 114]]""]"
5JZ6yT_WM58,cetussid modsl,cetussid modsl,"[""[[77, 64], [285, 110]]"", ""[[303, 66], [456, 111]]""]"
5Jtvv7vQxIA,episode 9 may what thefit originals youlube,episode may thefit original youlube,"[""[[409, 55], [477, 71]]"", ""[[26, 178], [82, 220]]"", ""[[29, 234], [108, 259]]"", ""[[68, 279], [133, 306]]"", ""[[12, 281], [70, 301]]""]"
5KEteboPJyE,hilarious fails photo,hilarious fails photo,"[""[[8, 53], [214, 98]]"", ""[[363, 52], [475, 99]]"", ""[[225, 56], [353, 100]]""]"
5KHSz9Gi-II,arvox,arvox,"[""[[233, 172], [258, 180]]""]"
5KiZGRA_yCE,ghost trains,ghost train,"[""[[12, 246], [117, 281]]"", ""[[133, 246], [253, 281]]""]"
5L2CIrvAIJ4,5 6 very,,[]
5Lh4aQkzZmI,porch light 360 giving kids the boot when is the right timet der 1006 60,porch light 360 give kid boot right timet der 1006,"[""[[364, 91], [405, 105]]"", ""[[366, 102], [403, 114]]"", ""[[38, 260], [81, 288]]"", ""[[96, 264], [137, 277]]"", ""[[137, 264], [165, 277]]"", ""[[192, 264], [228, 277]]"", ""[[304, 264], [340, 277]]"", ""[[341, 264], [374, 277]]"", ""[[398, 273], [417, 280]]"", ""[[393, 290], [420, 301]]""]"
5M8HaA0wP1w,no ponies no pretty girls dancers no singers no no goats no bunnies,pony pretty girl dancer singer goat bunny,"[""[[197, 100], [266, 116]]"", ""[[196, 120], [261, 146]]"", ""[[264, 124], [310, 142]]"", ""[[198, 147], [284, 169]]"", ""[[196, 172], [275, 197]]"", ""[[197, 198], [260, 217]]"", ""[[197, 224], [281, 242]]""]"
5Mvugicu0-c,offset,offset,"[""[[6, 253], [261, 312]]""]"
5N6jVD6RymA,snl,snl,"[""[[10, 222], [106, 302]]""]"
5NMAR1npjFY,e5,,[]
5N_8Xx1aSfg,inders 21,inders,"[""[[-1, 41], [50, 63]]""]"
5Nb3i1QKOo8,starlelegram am the aggies claim the phrase but used by minnesota iowa itwas baylor and texas before a8m began regularly in 1939 using it even,starlelegram aggies claim phrase use minnesota iowa itwas baylor texas a8m begin regularly 1939 use even,"[""[[3, 48], [72, 64]]"", ""[[54, 257], [98, 273]]"", ""[[100, 257], [137, 272]]"", ""[[164, 257], [212, 272]]"", ""[[282, 257], [316, 272]]"", ""[[338, 257], [409, 272]]"", ""[[413, 257], [448, 272]]"", ""[[241, 258], [281, 272]]"", ""[[17, 274], [64, 293]]"", ""[[128, 274], [169, 291]]"", ""[[218, 274], [254, 290]]"", ""[[252, 273], [298, 293]]"", ""[[297, 274], [358, 292]]"", ""[[425, 274], [460, 290]]"", ""[[360, 276], [397, 292]]"", ""[[93, 277], [128, 289]]""]"
5NipxQEsZek,whll mark hamill aforce tobe reckoned with,whll mark hamill aforce tobe reckon,"[""[[81, 33], [212, 85]]"", ""[[40, 98], [105, 122]]"", ""[[113, 98], [202, 122]]"", ""[[80, 131], [179, 160]]"", ""[[90, 154], [169, 184]]"", ""[[44, 180], [213, 222]]""]"
5PLANgZNRNE,angry grandpa eggroll tacos,angry grandpa eggroll taco,"[""[[283, 70], [454, 111]]"", ""[[280, 98], [448, 135]]"", ""[[254, 134], [475, 210]]"", ""[[267, 201], [466, 287]]""]"
5PhHAUytFAM,storie he adidon of,storie adidon,"[""[[271, 226], [355, 274]]"", ""[[264, 251], [376, 312]]""]"
5RbUevBsKw0,pve been waiting been for voice all day to your come singing singing my name through the noise,pve wait voice day come sing name noise,"[""[[190, 129], [228, 150]]"", ""[[351, 126], [427, 155]]"", ""[[307, 159], [371, 185]]"", ""[[179, 161], [223, 188]]"", ""[[398, 163], [466, 185]]"", ""[[174, 193], [260, 220]]"", ""[[380, 197], [440, 214]]"", ""[[342, 226], [400, 246]]""]"
5Soyc6Lkm_g,heaviest of ar part wednesday overnight through thursday evening wednesday thutsday night cep afs m for who main stormathurs wed night the intense ramail penods the darkestred bands are in building weatherready nation onwssandiego a,heaviest part wednesday overnight thursday even thutsday night cep afs main stormathurs wed intense ramail penods darkestred band building weatherready nation onwssandiego,"[""[[150, 9], [240, 29]]"", ""[[242, 10], [286, 29]]"", ""[[84, 64], [134, 73]]"", ""[[160, 34], [228, 50]]"", ""[[288, 34], [356, 52]]"", ""[[360, 33], [418, 52]]"", ""[[328, 64], [368, 73]]"", ""[[61, 220], [85, 229]]"", ""[[266, 94], [280, 100]]"", ""[[281, 94], [296, 101]]"", ""[[285, 200], [308, 208]]"", ""[[308, 200], [360, 208]]"", ""[[38, 220], [60, 229]]"", ""[[214, 308], [246, 316]]"", ""[[246, 308], [276, 316]]"", ""[[276, 307], [310, 317]]"", ""[[237, 318], [285, 328]]"", ""[[286, 318], [314, 328]]"", ""[[67, 339], [125, 357]]"", ""[[137, 340], [237, 356]]"", ""[[237, 341], [281, 354]]"", ""[[342, 341], [423, 354]]""]"
5TsgUcTlqd8,u2 at the bibic,bibic,"[""[[207, 272], [290, 296]]""]"
5Tt1LhyhiTM,masa de paste rbatoare este 9 legamantulai evreilor facut dumnezeu cu a,masa paste rbatoare este legamantulai evreilor facut dumnezeu,"[""[[118, 264], [162, 280]]"", ""[[185, 262], [233, 285]]"", ""[[296, 265], [361, 281]]"", ""[[233, 268], [264, 281]]"", ""[[83, 283], [189, 307]]"", ""[[189, 286], [250, 302]]"", ""[[253, 286], [294, 302]]"", ""[[320, 286], [408, 302]]""]"
5Uc2CkQuVbQ,playoff semifina sown espn college proposing football,playoff semifina sown espn college propose football,"[""[[442, 99], [485, 134]]"", ""[[441, 119], [479, 147]]"", ""[[288, 158], [305, 166]]"", ""[[38, 213], [82, 226]]"", ""[[14, 256], [106, 280]]"", ""[[184, 273], [281, 318]]"", ""[[22, 276], [96, 297]]""]"
5VIYvDHtGVY,spr gifes ooks the,spr gifes ooks,"[""[[118, 156], [170, 170]]"", ""[[210, 156], [300, 170]]"", ""[[217, 184], [304, 201]]""]"
5W-7arnvt6U,megyr megyn kelly kelly tod today megyn kelly today,megyr megyn kelly tod today,"[""[[419, 92], [480, 114]]"", ""[[101, 219], [187, 247]]"", ""[[98, 244], [162, 272]]"", ""[[418, 132], [461, 149]]"", ""[[99, 270], [189, 294]]""]"
5WWPakahmHo,kimbra version of me behind the scenes,kimbra version behind scene,"[""[[205, 146], [273, 165]]"", ""[[122, 169], [255, 199]]"", ""[[169, 198], [226, 217]]"", ""[[254, 202], [310, 216]]""]"
5X_w0cyFSOQ,amazing skill show 201718 theo ach in enil fly in,amaze skill show 201718 theo ach enil fly,"[""[[314, 105], [424, 130]]"", ""[[280, 136], [364, 169]]"", ""[[370, 137], [456, 169]]"", ""[[318, 177], [422, 209]]"", ""[[213, 207], [262, 228]]"", ""[[0, 245], [44, 264]]"", ""[[134, 268], [195, 312]]"", ""[[168, 270], [206, 303]]""]"
5XxGr8b2Mqk,today,today,"[""[[21, 276], [133, 302]]""]"
5_-VRpeZbzs,full feature peoplet,full feature peoplet,"[""[[0, 164], [116, 204]]"", ""[[0, 201], [212, 247]]"", ""[[17, 251], [145, 300]]""]"
5_WzSbi8aR8,greatest showman his cinemas in now,great showman cinema,"[""[[351, 67], [442, 90]]"", ""[[344, 83], [448, 107]]"", ""[[194, 281], [262, 296]]""]"
5_Y38j1aMQ8,4 brilliant filmmaking biam h3,brilliant filmmaking biam,"[""[[277, 158], [468, 195]]"", ""[[216, 202], [466, 240]]"", ""[[66, 257], [157, 305]]""]"
5aDqrTP_dKk,useless company duck,useless company duck,"[""[[12, 292], [65, 306]]"", ""[[100, 291], [165, 308]]"", ""[[66, 293], [101, 305]]""]"
5bCTrKblh7A,13 esame be gobriob horna cosmetics besame,esame gobriob horna cosmetic besame,"[""[[364, 105], [414, 116]]"", ""[[344, 126], [374, 136]]"", ""[[376, 126], [400, 136]]"", ""[[219, 277], [357, 305]]"", ""[[121, 279], [216, 305]]""]"
5bhefS70tgs,roadshow racist,roadshow racist,"[""[[315, 119], [452, 142]]"", ""[[240, 122], [313, 141]]""]"
5bkXWGFzf_4,yes theory,yes theory,"[""[[25, 248], [76, 274]]"", ""[[28, 274], [73, 284]]""]"
5boB4wdqJIk,gel press,gel press,"[""[[382, 70], [417, 100]]"", ""[[413, 70], [464, 97]]""]"
5c5ed-TIHWs,endy,endy,"[""[[112, 266], [150, 282]]""]"
5cINJwaAn4Y,rewrite the stars from the greatest showman,rewrite star great showman,"[""[[283, 79], [457, 115]]"", ""[[310, 161], [430, 194]]"", ""[[305, 227], [437, 258]]"", ""[[300, 252], [437, 283]]""]"
5ciEH-HbNK0,right get it,right get,"[""[[256, 133], [431, 207]]"", ""[[48, 137], [164, 198]]""]"
5e5Ck2ZL1m0,watch what happens live andy cohen,watch happens live andy cohen,"[""[[50, 214], [117, 233]]"", ""[[33, 249], [117, 266]]"", ""[[22, 266], [85, 292]]"", ""[[90, 273], [117, 282]]"", ""[[85, 281], [117, 290]]""]"
5efAVAObIdM,gmm youlube originals,gmm youlube original,"[""[[10, 268], [108, 305]]"", ""[[129, 277], [193, 298]]"", ""[[190, 276], [261, 304]]""]"
5eple61rbNI,journey the,journey,"[""[[175, 249], [417, 306]]""]"
5f-d_BqCWPA,saica,saica,"[""[[292, 221], [370, 268]]""]"
5f4wQtEIcL8,fox news channel,fox news channel,"[""[[40, 230], [101, 258]]"", ""[[25, 258], [102, 284]]"", ""[[16, 289], [102, 301]]""]"
5fIaUK1fQwA,how did it happenz,happenz,"[""[[277, 52], [473, 89]]""]"
5ff-SFFaHUE,momenis funny,momenis funny,"[""[[202, 227], [428, 292]]"", ""[[39, 228], [189, 292]]""]"
5gV-0xvHCaw,somebody the chainsmokers,somebody chainsmokers,"[""[[36, 95], [446, 235]]"", ""[[226, 214], [400, 245]]""]"
5gmpv2R356I,house ads twi,house twi,"[""[[381, 93], [423, 114]]"", ""[[34, 237], [168, 296]]""]"
5gn1Ka89Jx4,46 i vice news tonight hbo,vice news tonight hbo,"[""[[8, 281], [82, 306]]"", ""[[86, 280], [170, 311]]"", ""[[172, 281], [285, 312]]"", ""[[305, 281], [360, 308]]""]"
5gy7wSLhJr8,60 lineup 5 rank us from most to least attractive,lineup rank least attractive,"[""[[133, 180], [365, 253]]"", ""[[46, 272], [96, 286]]"", ""[[262, 272], [316, 286]]"", ""[[318, 272], [426, 289]]""]"
5gzWAfTlLJA,atp world touricom oxgl atp womp now,atp world touricom oxgl womp,"[""[[13, 286], [54, 300]]"", ""[[333, 61], [376, 69]]"", ""[[376, 61], [437, 69]]"", ""[[349, 224], [468, 313]]"", ""[[12, 300], [36, 305]]""]"
5jrGA9_jKs0,fox news channel,fox news channel,"[""[[36, 230], [101, 258]]"", ""[[25, 258], [102, 284]]"", ""[[16, 289], [102, 301]]""]"
5lIEcr9v-EE,refinery29,refinery29,"[""[[16, 273], [244, 306]]""]"
5mBGeD3vhqg,cyntoia brown,cyntoia brown,"[""[[10, 240], [217, 309]]"", ""[[221, 240], [401, 308]]""]"
5mRkyVdcHNQ,b are we really twinszi,really twinszi,"[""[[136, 260], [258, 306]]"", ""[[258, 260], [396, 305]]""]"
5mcqKcdu2uM,remote control shopping cart,remote control shopping cart,"[""[[206, 46], [329, 88]]"", ""[[333, 47], [476, 92]]"", ""[[233, 88], [390, 134]]"", ""[[394, 89], [474, 129]]""]"
5nlG0svf9t4,taylor swift reputation,taylor swift reputation,"[""[[40, 48], [253, 100]]"", ""[[264, 52], [432, 100]]"", ""[[73, 268], [414, 312]]""]"
5pc_uasYjRM,atp finals atp gen next uncovered atp presented by tsitsipas one handed backhand peugeot,atp final gen next uncovered present tsitsipas one hand backhand peugeot,"[""[[22, 249], [62, 265]]"", ""[[370, 157], [441, 187]]"", ""[[312, 169], [344, 193]]"", ""[[278, 173], [316, 198]]"", ""[[72, 210], [377, 273]]"", ""[[392, 254], [456, 272]]"", ""[[2, 276], [119, 306]]"", ""[[129, 276], [177, 305]]"", ""[[180, 276], [276, 305]]"", ""[[278, 276], [406, 305]]"", ""[[405, 306], [461, 314]]""]"
5pe-KLH-OJc,radpon,radpon,"[""[[428, 206], [474, 225]]""]"
5pnni35Rmag,the podcast playerunknowns batteerounds brendan greene,podcast playerunknowns batteerounds brendan greene,"[""[[46, 144], [117, 158]]"", ""[[188, 146], [289, 164]]"", ""[[138, 162], [338, 202]]"", ""[[15, 202], [286, 252]]"", ""[[14, 257], [248, 311]]""]"
5pqLtNEiNI4,why love hurts,love hurt,"[""[[217, 133], [432, 210]]"", ""[[214, 213], [426, 278]]""]"
5qEKcD3-J7o,refinery29,refinery29,"[""[[16, 273], [245, 306]]""]"
5qIRpO7mJmM,cribs hih crystals house 1933,crib hih crystal house 1933,"[""[[157, 137], [386, 198]]"", ""[[90, 153], [124, 177]]"", ""[[156, 221], [257, 241]]"", ""[[262, 221], [330, 240]]"", ""[[416, 230], [434, 242]]""]"
5qek9Su7V4U,omgu,omgu,"[""[[40, 58], [188, 124]]""]"
5rWWGbCcbpM,vevo,vevo,"[""[[12, 278], [102, 305]]""]"
5ujhDrtIulE,losers club reacts josh to,loser club reacts josh,"[""[[5, 244], [149, 277]]"", ""[[156, 244], [257, 277]]"", ""[[6, 274], [152, 311]]"", ""[[218, 276], [317, 309]]""]"
5vOpZ6Yh2GA,i 16 more bio mistakes 5 copic artists make,bio mistake copic artist make,"[""[[35, 205], [72, 231]]"", ""[[93, 226], [318, 266]]"", ""[[33, 268], [132, 309]]"", ""[[137, 269], [245, 301]]"", ""[[253, 269], [340, 301]]""]"
5w3UxZbWe-M,closer look a latf doug jones wins in alabama evers bannon and trumplose moore,closer look latf doug jones win alabama evers bannon trumplose moore,"[""[[40, 234], [153, 260]]"", ""[[152, 234], [236, 260]]"", ""[[310, 253], [350, 274]]"", ""[[14, 265], [61, 278]]"", ""[[62, 265], [114, 278]]"", ""[[114, 265], [156, 278]]"", ""[[174, 265], [253, 280]]"", ""[[353, 273], [393, 292]]"", ""[[77, 282], [145, 297]]"", ""[[180, 282], [277, 297]]"", ""[[14, 284], [75, 298]]""]"
5w_XWFajGvI,alkaline vevo,alkaline vevo,"[""[[308, 224], [361, 237]]"", ""[[10, 277], [102, 305]]""]"
5wrPuoLmmWw,sbs sony noise canceling one reducteur debruits 2k18 nba dark core camp ading sony was,sony noise cancel one reducteur debruits 2k18 nba dark core camp ading,"[""[[163, 286], [203, 300]]"", ""[[134, 185], [160, 193]]"", ""[[134, 191], [178, 201]]"", ""[[348, 193], [365, 198]]"", ""[[136, 201], [178, 209]]"", ""[[136, 208], [172, 216]]"", ""[[29, 212], [64, 222]]"", ""[[0, 213], [29, 226]]"", ""[[248, 261], [278, 273]]"", ""[[278, 262], [308, 274]]"", ""[[98, 284], [122, 290]]"", ""[[72, 285], [97, 293]]""]"
5x1FeyWYp9s,hd,,[]
5xG1CHXGVD8,draa tro tro a rama troma,draa tro rama troma,"[""[[438, 164], [473, 187]]"", ""[[432, 252], [470, 265]]"", ""[[405, 272], [447, 294]]"", ""[[401, 290], [456, 309]]""]"
5xnZ_CeTqyM,iran deal,iran deal,"[""[[42, 126], [100, 138]]"", ""[[114, 126], [177, 138]]""]"
5yUNctxBPRo,whispers lost vevo,whisper lose vevo,"[""[[229, 173], [274, 181]]"", ""[[205, 174], [226, 180]]"", ""[[12, 278], [102, 305]]""]"
5y_x8UbU2h8,asel,asel,"[""[[198, 116], [249, 134]]""]"
5ydwLWzhdyQ,new trailer,new trailer,"[""[[14, 239], [91, 266]]"", ""[[16, 269], [206, 302]]""]"
5ysiCqy11tQ,half in bag hereditar,half bag hereditar,"[""[[365, 53], [453, 84]]"", ""[[385, 90], [470, 132]]"", ""[[65, 263], [377, 301]]""]"
5z32s0xpTDo,hollywood the beatdown,hollywood beatdown,"[""[[44, 199], [216, 261]]"", ""[[16, 252], [220, 299]]""]"
5zT9GjVL5kg,parapable contridated,parapable contridated,"[""[[150, 289], [257, 314]]"", ""[[250, 289], [324, 316]]""]"
6-LJLd9xTco,like do i lyrics,like lyric,"[""[[58, 112], [217, 221]]"", ""[[201, 224], [272, 260]]""]"
60Ks0ybPuac,hit big bomb,hit big bomb,"[""[[32, 61], [48, 70]]"", ""[[13, 62], [30, 72]]"", ""[[422, 70], [462, 93]]""]"
60e2m981TZY,movie clips hd,movie clip,"[""[[24, 198], [124, 230]]"", ""[[122, 198], [213, 230]]""]"
61TnjYyCmH0,2017 infilm,2017 infilm,"[""[[112, 52], [370, 164]]"", ""[[38, 192], [440, 309]]""]"
61a9NkN57Hk,graka,graka,"[""[[384, 58], [480, 122]]""]"
61xqrUzQBL0,si,,[]
62-9BHPGfBw,the greatest showman,great showman,"[""[[172, 73], [283, 98]]"", ""[[163, 92], [285, 119]]""]"
62o4Co8jokY,bu os build wild one,build wild one,"[""[[420, 272], [465, 290]]"", ""[[230, 285], [250, 294]]"", ""[[421, 293], [450, 301]]""]"
64EwOU57ZyU,best 7 unlockables that were worth hassle all the,best unlockables worth hassle,"[""[[128, 84], [280, 160]]"", ""[[58, 161], [275, 207]]"", ""[[198, 208], [274, 238]]"", ""[[178, 238], [281, 277]]""]"
64yqZCuevGw,2017 haiaawards,2017 haiaawards,"[""[[199, 273], [250, 302]]"", ""[[382, 289], [473, 306]]""]"
659mAnR7HlY,greerer the a huller hollshood state arkescall provect you i srozer the rook steve remox,greerer huller hollshood state arkescall provect srozer rook steve remox,"[""[[2, 62], [144, 81]]"", ""[[232, 90], [294, 113]]"", ""[[2, 93], [188, 113]]"", ""[[400, 94], [476, 113]]"", ""[[193, 96], [235, 130]]"", ""[[2, 124], [145, 141]]"", ""[[141, 261], [257, 280]]"", ""[[190, 286], [269, 305]]"", ""[[89, 288], [166, 305]]"", ""[[294, 288], [394, 305]]""]"
65PL8wBiHok,fould your fourd your the 400 fixed yovr ife rourufe foxed your boom keo outsure faxid 800m foord van yourliff yourliff soom fixed tife boom fixid your you yourlife noot foord yourufe doom,fould fourd 400 fix yovr ife rourufe foxed boom keo outsure faxid 800m foord van yourliff soom tife fixid yourlife noot yourufe doom,"[""[[150, 48], [177, 56]]"", ""[[178, 61], [205, 69]]"", ""[[434, 74], [452, 82]]"", ""[[316, 290], [342, 300]]"", ""[[297, 134], [385, 180]]"", ""[[309, 177], [400, 226]]"", ""[[0, 222], [44, 232]]"", ""[[186, 224], [212, 232]]"", ""[[394, 290], [422, 300]]"", ""[[0, 237], [17, 245]]"", ""[[160, 249], [201, 258]]"", ""[[17, 250], [44, 258]]"", ""[[12, 264], [42, 272]]"", ""[[342, 304], [369, 312]]"", ""[[393, 277], [416, 285]]"", ""[[236, 290], [282, 298]]"", ""[[285, 290], [314, 298]]"", ""[[370, 290], [390, 300]]"", ""[[424, 290], [452, 300]]"", ""[[261, 304], [310, 313]]"", ""[[312, 304], [337, 313]]"", ""[[370, 304], [420, 313]]"", ""[[420, 305], [449, 313]]""]"
66-dixH4Flw,ntro psych tutorial 185 adulthood 8 aging,ntro psych tutorial 185 adulthood age,"[""[[114, 136], [162, 149]]"", ""[[169, 136], [229, 149]]"", ""[[236, 136], [322, 149]]"", ""[[344, 136], [373, 149]]"", ""[[54, 170], [270, 204]]"", ""[[313, 170], [429, 202]]""]"
66ihjzHzdW4,minsh,minsh,"[""[[152, 129], [482, 226]]""]"
682vqKhoC4E,kick noffi olrs world cup ala group d,kick noffi olrs world cup ala group,"[""[[408, 58], [456, 74]]"", ""[[408, 73], [456, 89]]"", ""[[37, 206], [101, 230]]"", ""[[106, 206], [198, 230]]"", ""[[204, 206], [258, 230]]"", ""[[350, 229], [368, 241]]"", ""[[41, 246], [221, 290]]""]"
68PyBpxcpWA,the,,[]
68liBRvQLKc,fers mba best playfrom every game ben phla simmons,fers mba best playfrom every game ben phla simmons,"[""[[434, 73], [464, 90]]"", ""[[16, 102], [30, 113]]"", ""[[6, 125], [70, 170]]"", ""[[68, 126], [193, 170]]"", ""[[6, 168], [80, 210]]"", ""[[80, 168], [148, 210]]"", ""[[9, 236], [64, 266]]"", ""[[310, 249], [386, 288]]"", ""[[9, 265], [134, 297]]""]"
692ugVgIb6M,jacob sartorius,jacob sartorius,"[""[[124, 144], [219, 186]]"", ""[[210, 157], [338, 192]]""]"
69Sd5SPdu5I,what happenedr wars story istar sju screen junkies universe,happenedr war story istar sju screen junky universe,"[""[[23, 137], [248, 227]]"", ""[[165, 199], [225, 226]]"", ""[[221, 204], [246, 213]]"", ""[[109, 208], [167, 235]]"", ""[[13, 240], [119, 290]]"", ""[[12, 292], [42, 305]]"", ""[[44, 292], [77, 305]]"", ""[[76, 292], [117, 305]]""]"
69wgULvpOpo,things 15 about william,thing william,"[""[[330, 97], [466, 145]]"", ""[[257, 199], [466, 255]]""]"
6ALKsS1qziQ,sat terry crewsi interview sways erse,sat terry crewsi interview sway erse,"[""[[144, 46], [184, 61]]"", ""[[11, 138], [175, 192]]"", ""[[7, 189], [201, 243]]"", ""[[5, 246], [153, 279]]"", ""[[382, 277], [465, 302]]"", ""[[424, 300], [453, 308]]""]"
6AdMN-ZHTus,allthe money in the world scene imparisons cc,allthe money world scene imparisons,"[""[[211, 50], [270, 62]]"", ""[[173, 63], [311, 90]]"", ""[[174, 104], [313, 133]]"", ""[[169, 238], [312, 277]]"", ""[[152, 272], [408, 314]]""]"
6As9IOWDueQ,schizophrenia arentie do not spea cy thing prentimen donting the up insomethiment take it back ou they cant work feel move anything of a way isnit signtwor ethey caways are ling this ting otheya this arelyng,schizophrenia arentie spea thing prentimen donting insomethiment take back cant work feel move anything way isnit signtwor ethey caways ling ting otheya arelyng,"[""[[5, 48], [472, 100]]"", ""[[325, 100], [421, 134]]"", ""[[133, 116], [164, 141]]"", ""[[49, 121], [82, 142]]"", ""[[313, 118], [438, 172]]"", ""[[72, 142], [198, 197]]"", ""[[9, 139], [79, 190]]"", ""[[305, 147], [351, 172]]"", ""[[359, 150], [408, 182]]"", ""[[315, 172], [354, 187]]"", ""[[91, 172], [150, 214]]"", ""[[354, 176], [384, 193]]"", ""[[273, 175], [306, 193]]"", ""[[383, 175], [458, 207]]"", ""[[310, 179], [374, 221]]"", ""[[37, 190], [102, 239]]"", ""[[22, 185], [153, 298]]"", ""[[366, 199], [430, 234]]"", ""[[292, 193], [384, 286]]"", ""[[449, 210], [473, 230]]"", ""[[418, 228], [456, 258]]"", ""[[357, 252], [437, 318]]"", ""[[424, 276], [472, 309]]""]"
6BJokXg8eLE,a john huches chris couns home alone 2 lost your back nemspaper paye yark new escapel the dininits,john huches chris couns home alone lose back nemspaper paye yark new escapel dininits,"[""[[190, 54], [208, 61]]"", ""[[208, 54], [232, 61]]"", ""[[240, 54], [258, 61]]"", ""[[257, 54], [281, 61]]"", ""[[144, 61], [218, 88]]"", ""[[238, 61], [315, 87]]"", ""[[192, 90], [214, 101]]"", ""[[137, 262], [162, 280]]"", ""[[323, 263], [375, 283]]"", ""[[157, 267], [185, 286]]"", ""[[298, 272], [325, 290]]"", ""[[277, 279], [301, 293]]"", ""[[332, 281], [397, 318]]"", ""[[273, 292], [334, 319]]""]"
6DdKaPEeAgE,blaw for to,blaw,"[""[[395, 50], [479, 77]]""]"
6DeDzsCGbsQ,u2 at the bibic,bibic,"[""[[209, 273], [289, 296]]""]"
6E7KebqrkW0,maximum wind gust forecast december 10 2017 ne winds 2035 a mph 50 with gusts and locally 60 mph the in passes and foothills ne winds 1525 a 2540mph mph with ausism the gusts to lilacline 40 mph for inland valleys and some coastal areas building weather readynation a,maximum wind gust forecast december 2017 wind 2035 mph gust locally pass foothill 1525 2540mph ausism lilacline inland valley coastal area building weather readynation,"[""[[120, 36], [202, 53]]"", ""[[206, 36], [252, 53]]"", ""[[254, 36], [296, 52]]"", ""[[300, 36], [376, 52]]"", ""[[178, 55], [246, 69]]"", ""[[269, 56], [300, 69]]"", ""[[340, 202], [377, 216]]"", ""[[378, 106], [416, 120]]"", ""[[337, 234], [365, 249]]"", ""[[376, 220], [409, 234]]"", ""[[344, 138], [384, 153]]"", ""[[384, 154], [432, 169]]"", ""[[345, 170], [405, 184]]"", ""[[378, 202], [416, 216]]"", ""[[84, 210], [124, 220]]"", ""[[82, 221], [112, 230]]"", ""[[88, 230], [121, 238]]"", ""[[385, 234], [428, 248]]"", ""[[318, 249], [365, 266]]"", ""[[318, 268], [366, 280]]"", ""[[368, 268], [405, 280]]"", ""[[95, 313], [144, 328]]"", ""[[153, 314], [202, 326]]"", ""[[201, 314], [274, 328]]""]"
